"id","name","price","description","color","size","stock","promo","fidelityPoint","createAt","updateAt","id_category","id_user"
"978","Pork Casing","11.35","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Purple","S","68","5432871130","50","2020-10-20 00:00:00","2021-08-30 00:00:00","153","18"
"979","Wine - White, Pinot Grigio","86.13","Vestibulum ac est lacinia nisi venenatis tristique","Red","L","85","4344008812","23","2021-05-24 00:00:00","2020-04-22 00:00:00","8","6"
"980","Puree - Strawberry","66.85","Donec diam neque, vestibulum eget, vulputate ut, u","Maroon","2XL","98","0657953539","12","2020-12-06 00:00:00","2020-12-19 00:00:00","12","22"
"981","Trueblue - Blueberry 12x473ml","69.19","Sed ante. Vivamus tortor. Duis mattis egestas metu","Violet","XS","82","6958678265","11","2021-03-06 00:00:00","2020-11-21 00:00:00","155","39"
"982","Chocolate Bar - Smarties","17.86","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Blue","S","65","7822900420","32","2020-07-22 00:00:00","2022-01-14 00:00:00","153","19"
"983","Octopus","84.90","Nulla ut erat id mauris vulputate elementum. Nulla","Crimson","3XL","86","0895659778","7","2021-02-12 00:00:00","2020-03-30 00:00:00","155","6"
"984","Wine - Alicanca Vinho Verde","8.05","Quisque id justo sit amet sapien dignissim vestibu","Violet","S","48","3202343092","49","2020-10-26 00:00:00","2020-07-06 00:00:00","115","72"
"985","Muffin - Blueberry Individual","98.57","Sed sagittis. Nam congue, risus semper porta volut","Turquoise","L","97","9597110482","38","2020-12-04 00:00:00","2020-11-06 00:00:00","59","59"
"986","Muffin Orange Individual","9.20","Duis consequat dui nec nisi volutpat eleifend. Don","Fuscia","L","103","7296235802","40","2021-03-25 00:00:00","2020-09-06 00:00:00","26","17"
"987","Lid - 10,12,16 Oz","66.03","Fusce posuere felis sed lacus. Morbi sem mauris, l","Crimson","2XL","56","9758225367","27","2020-12-23 00:00:00","2021-06-05 00:00:00","1","76"
"988","Doilies - 12, Paper","72.68","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Orange","3XL","30","6759069153","38","2021-12-12 00:00:00","2020-03-21 00:00:00","43","48"
"989","Appetizer - Assorted Box","43.03","Maecenas ut massa quis augue luctus tincidunt. Nul","Mauv","XS","12","8687537476","15","2020-11-28 00:00:00","2020-12-27 00:00:00","12","19"
"990","Flour Pastry Super Fine","68.49","Praesent blandit. Nam nulla. Integer pede justo, l","Purple","2XL","20","3935821514","24","2021-01-01 00:00:00","2021-06-30 00:00:00","30","12"
"991","Bagel - Ched Chs Presliced","65.46","Aenean fermentum. Donec ut mauris eget massa tempo","Fuscia","S","13","2241528331","25","2020-04-25 00:00:00","2021-07-19 00:00:00","148","71"
"992","Tea - Vanilla Chai","19.57","Duis aliquam convallis nunc. Proin at turpis a ped","Goldenrod","L","43","6653734684","17","2021-06-23 00:00:00","2021-12-26 00:00:00","150","59"
"993","Tandoori Curry Paste","101.69","Vestibulum ac est lacinia nisi venenatis tristique","Crimson","2XL","59","2942855193","22","2020-10-22 00:00:00","2021-07-09 00:00:00","152","21"
"994","Tumeric","34.29","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Indigo","S","83","9797234312","26","2021-11-05 00:00:00","2020-12-31 00:00:00","16","72"
"995","Chips - Potato Jalapeno","95.63","Praesent id massa id nisl venenatis lacinia. Aenea","Green","M","91","3186178088","48","2021-08-30 00:00:00","2021-04-18 00:00:00","8","59"
"996","Beef - Rib Roast, Capless","80.56","Pellentesque at nulla. Suspendisse potenti. Cras i","Aquamarine","2XL","9","2079829122","26","2021-10-17 00:00:00","2021-10-18 00:00:00","25","26"
"997","Wine - Red, Mouton Cadet","49.38","Quisque porta volutpat erat. Quisque erat eros, vi","Maroon","L","92","1955004714","14","2021-01-30 00:00:00","2020-11-23 00:00:00","128","13"
"998","Bread - Crumbs, Bulk","59.33","Lorem ipsum dolor sit amet, consectetuer adipiscin","Violet","3XL","8","5667797534","48","2021-06-19 00:00:00","2021-01-21 00:00:00","68","24"
"999","Sesame Seed","91.12","Integer tincidunt ante vel ipsum. Praesent blandit","Puce","3XL","92","0265398126","28","2020-03-28 00:00:00","2021-06-28 00:00:00","30","68"
"1000","Butter - Pod","43.86","Duis bibendum, felis sed interdum venenatis, turpi","Puce","M","15","5873801703","35","2020-09-12 00:00:00","2021-09-07 00:00:00","43","82"
"1001","Cucumber - Pickling Ontario","29.46","Sed ante. Vivamus tortor. Duis mattis egestas metu","Pink","M","28","9239770429","7","2021-11-23 00:00:00","2021-05-04 00:00:00","42","13"
"1002","Wine - Gewurztraminer Pierre","18.16","Curabitur gravida nisi at nibh. In hac habitasse p","Teal","3XL","9","1710535660","48","2020-11-22 00:00:00","2021-06-27 00:00:00","156","95"
"1003","Tart - Raisin And Pecan","91.48","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Yellow","3XL","3","5099786634","36","2021-09-27 00:00:00","2021-02-15 00:00:00","52","94"
"1004","Pork - Butt, Boneless","4.10","Aliquam quis turpis eget elit sodales scelerisque.","Fuscia","M","25","4107513270","33","2020-05-06 00:00:00","2020-08-07 00:00:00","20","6"
"1005","Sauce - White, Mix","73.45","Vestibulum quam sapien, varius ut, blandit non, in","Goldenrod","XS","45","2231773104","45","2020-06-27 00:00:00","2020-06-29 00:00:00","154","99"
"1006","Thermometer Digital","4.92","Morbi porttitor lorem id ligula. Suspendisse ornar","Mauv","XS","21","4748759046","19","2021-03-21 00:00:00","2021-01-03 00:00:00","131","28"
"1007","Pastry - Lemon Danish - Mini","36.52","Nullam porttitor lacus at turpis. Donec posuere me","Khaki","S","6","7285075159","25","2021-05-01 00:00:00","2020-04-07 00:00:00","2","95"
"1008","Beef - Ground, Extra Lean, Fresh","97.74","Praesent blandit. Nam nulla. Integer pede justo, l","Puce","XS","30","0157969991","41","2021-01-29 00:00:00","2022-01-08 00:00:00","148","91"
"1009","Wine - Port Late Bottled Vintage","97.18","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Indigo","S","84","4027599527","46","2021-01-21 00:00:00","2020-06-05 00:00:00","26","51"
"1010","Fib N9 - Prague Powder","68.21","Maecenas tristique, est et tempus semper, est quam","Puce","3XL","78","2079636405","9","2021-03-24 00:00:00","2020-06-29 00:00:00","43","74"
"1011","Chocolate - Milk Coating","98.83","Suspendisse potenti. In eleifend quam a odio. In h","Green","L","51","2116855225","37","2020-11-26 00:00:00","2021-11-10 00:00:00","10","30"
"1012","Wine - Gato Negro Cabernet","7.93","Aliquam quis turpis eget elit sodales scelerisque.","Teal","XL","52","3638938204","25","2021-12-10 00:00:00","2021-09-21 00:00:00","155","38"
"1013","Rhubarb","68.87","Donec diam neque, vestibulum eget, vulputate ut, u","Yellow","M","59","7988908588","35","2020-09-23 00:00:00","2021-11-22 00:00:00","152","45"
"1014","Lid Tray - 16in Dome","53.99","Aliquam quis turpis eget elit sodales scelerisque.","Mauv","M","61","3903195944","25","2020-11-08 00:00:00","2020-08-17 00:00:00","154","8"
"1015","Beef - Striploin","58.78","Sed sagittis. Nam congue, risus semper porta volut","Orange","3XL","97","7000512814","31","2021-10-22 00:00:00","2020-09-06 00:00:00","51","77"
"1016","Energy Drink","54.87","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Turquoise","L","74","3398730523","41","2020-07-27 00:00:00","2021-09-01 00:00:00","27","84"
"1017","Scampi Tail","62.31","Sed sagittis. Nam congue, risus semper porta volut","Pink","XS","79","6966995959","46","2020-06-12 00:00:00","2020-08-02 00:00:00","135","47"
"1018","Butter - Salted","22.21","Quisque id justo sit amet sapien dignissim vestibu","Crimson","XS","17","4788034379","25","2021-11-13 00:00:00","2020-06-03 00:00:00","26","98"
"1019","Soup Campbells Beef With Veg","49.43","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Pink","S","38","1608290344","30","2020-02-22 00:00:00","2021-03-28 00:00:00","51","83"
"1020","Juice - Apple, 1.36l","86.31","Nullam porttitor lacus at turpis. Donec posuere me","Fuscia","M","41","9414973737","15","2021-11-01 00:00:00","2021-10-20 00:00:00","3","36"
"1021","Artichokes - Knobless, White","22.83","Vestibulum quam sapien, varius ut, blandit non, in","Turquoise","M","56","3531590111","9","2020-05-02 00:00:00","2020-09-30 00:00:00","40","99"
"1022","Truffle Cups Green","79.93","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Puce","2XL","98","9917356924","43","2020-05-15 00:00:00","2021-10-28 00:00:00","30","16"
"1023","Pasta - Orecchiette","98.96","Pellentesque at nulla. Suspendisse potenti. Cras i","Teal","XL","80","6385067076","13","2020-04-28 00:00:00","2020-08-26 00:00:00","152","83"
"1024","Chicken - Leg / Back Attach","41.68","Nulla ut erat id mauris vulputate elementum. Nulla","Puce","2XL","91","4070576118","27","2021-05-26 00:00:00","2020-09-18 00:00:00","7","73"
"1025","Goulash Seasoning","42.26","Maecenas leo odio, condimentum id, luctus nec, mol","Maroon","S","74","3873070022","26","2020-09-13 00:00:00","2020-08-30 00:00:00","16","78"
"1026","Glass - Wine, Plastic, Clear 5 Oz","40.27","Proin interdum mauris non ligula pellentesque ultr","Goldenrod","XS","71","5995312251","41","2020-12-15 00:00:00","2021-04-23 00:00:00","144","74"
"1027","Wine - Barossa Valley Estate","36.10","Aenean fermentum. Donec ut mauris eget massa tempo","Indigo","3XL","50","6637359890","5","2020-12-08 00:00:00","2021-08-10 00:00:00","141","68"
"1028","Beer - Camerons Auburn","81.95","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Puce","3XL","60","7229881641","50","2020-06-18 00:00:00","2020-07-18 00:00:00","151","57"
"1029","Island Oasis - Pina Colada","29.42","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Fuscia","S","37","2633590195","14","2020-10-08 00:00:00","2020-07-10 00:00:00","144","32"
"1030","Calaloo","5.24","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Pink","3XL","65","0083160531","34","2020-02-11 00:00:00","2021-09-04 00:00:00","139","5"
"1031","Pan Grease","28.55","Proin leo odio, porttitor id, consequat in, conseq","Aquamarine","S","9","8933651837","36","2021-09-26 00:00:00","2020-09-11 00:00:00","68","57"
"1032","Sprouts - Bean","36.69","Nulla ut erat id mauris vulputate elementum. Nulla","Crimson","3XL","6","6647593691","37","2021-10-14 00:00:00","2020-03-19 00:00:00","142","45"
"1033","Ecolab Silver Fusion","20.99","Cum sociis natoque penatibus et magnis dis parturi","Goldenrod","2XL","33","4680989572","27","2020-03-21 00:00:00","2020-05-22 00:00:00","30","54"
"1034","Milk - Chocolate 500ml","12.69","Proin interdum mauris non ligula pellentesque ultr","Red","XS","26","7001312223","46","2020-03-20 00:00:00","2021-11-25 00:00:00","37","43"
"1035","Oil - Coconut","91.07","Integer tincidunt ante vel ipsum. Praesent blandit","Goldenrod","2XL","48","5090182116","27","2020-05-22 00:00:00","2021-03-26 00:00:00","52","70"
"1036","Lobak","61.10","Duis bibendum. Morbi non quam nec dui luctus rutru","Goldenrod","2XL","42","1600710468","21","2020-08-21 00:00:00","2021-07-13 00:00:00","5","35"
"1037","Cafe Royale","92.79","Sed sagittis. Nam congue, risus semper porta volut","Orange","S","45","4828173374","22","2021-03-01 00:00:00","2021-04-26 00:00:00","8","84"
"1038","Taro Leaves","70.61","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Puce","3XL","40","9259632587","29","2021-10-11 00:00:00","2020-05-30 00:00:00","158","89"
"1039","Tea - Jasmin Green","57.46","Duis bibendum, felis sed interdum venenatis, turpi","Fuscia","3XL","100","7146535991","41","2020-10-07 00:00:00","2020-06-18 00:00:00","31","90"
"1040","Beef Dry Aged Tenderloin Aaa","60.34","Phasellus in felis. Donec semper sapien a libero. ","Aquamarine","M","84","2038628823","22","2020-09-25 00:00:00","2020-06-18 00:00:00","54","12"
"1041","Crab - Claws, Snow 16 - 24","36.60","In congue. Etiam justo. Etiam pretium iaculis just","Teal","S","21","7916667584","38","2020-11-30 00:00:00","2021-03-29 00:00:00","150","56"
"1042","Cake - Pancake","49.45","Cras non velit nec nisi vulputate nonummy. Maecena","Green","L","29","5779862974","44","2021-07-06 00:00:00","2021-12-25 00:00:00","49","67"
"1043","Cape Capensis - Fillet","19.07","In hac habitasse platea dictumst. Etiam faucibus c","Red","2XL","19","1135538050","22","2020-12-13 00:00:00","2021-08-28 00:00:00","10","71"
"1044","Salmon - Atlantic, Skin On","71.86","Aliquam quis turpis eget elit sodales scelerisque.","Violet","2XL","84","6251501316","46","2021-11-07 00:00:00","2021-11-18 00:00:00","18","66"
"1045","Lettuce - Red Leaf","91.04","Duis consequat dui nec nisi volutpat eleifend. Don","Pink","M","15","2324440733","44","2020-08-06 00:00:00","2020-12-16 00:00:00","39","88"
"1046","Chocolate Eclairs","10.89","Vestibulum quam sapien, varius ut, blandit non, in","Goldenrod","XS","32","7407070377","32","2020-08-22 00:00:00","2020-10-29 00:00:00","5","35"
"1047","Crab - Dungeness, Whole","45.00","Cras mi pede, malesuada in, imperdiet et, commodo ","Indigo","L","66","2750287219","42","2021-03-13 00:00:00","2020-07-27 00:00:00","49","55"
"1048","Bread - Malt","40.89","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Violet","XL","33","0048034290","50","2021-10-28 00:00:00","2021-03-02 00:00:00","16","62"
"1049","Muffin Mix - Carrot","68.57","Pellentesque at nulla. Suspendisse potenti. Cras i","Purple","3XL","82","4331805670","6","2021-02-22 00:00:00","2020-06-21 00:00:00","128","61"
"1050","Shrimp - Black Tiger 16/20","100.18","Curabitur in libero ut massa volutpat convallis. M","Yellow","XL","67","7045849001","43","2021-07-08 00:00:00","2020-06-06 00:00:00","40","20"
"1051","Numi - Assorted Teas","63.52","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Purple","XL","15","1436982537","21","2021-05-28 00:00:00","2021-09-06 00:00:00","31","47"
"1052","Potatoes - Parissienne","99.54","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Goldenrod","M","39","9544809678","30","2020-09-09 00:00:00","2020-04-22 00:00:00","145","14"
"1053","Jam - Apricot","95.43","Quisque porta volutpat erat. Quisque erat eros, vi","Khaki","M","75","3226952587","47","2021-06-23 00:00:00","2020-05-28 00:00:00","135","39"
"1054","Cheese - Woolwich Goat, Log","62.03","Sed sagittis. Nam congue, risus semper porta volut","Red","L","26","0573607095","39","2020-11-30 00:00:00","2020-05-15 00:00:00","120","30"
"1055","Cheese - Taleggio D.o.p.","83.46","Morbi non lectus. Aliquam sit amet diam in magna b","Orange","2XL","9","5617162233","31","2020-11-01 00:00:00","2021-01-19 00:00:00","10","65"
"1056","Pasta - Angel Hair","19.00","Cras mi pede, malesuada in, imperdiet et, commodo ","Purple","3XL","12","4693835463","31","2020-04-03 00:00:00","2020-10-29 00:00:00","54","8"
"1057","Pomello","80.20","Maecenas leo odio, condimentum id, luctus nec, mol","Aquamarine","S","97","5442463388","26","2021-09-26 00:00:00","2020-06-02 00:00:00","150","35"
"1058","Mustard - Individual Pkg","70.35","Integer ac leo. Pellentesque ultrices mattis odio.","Blue","2XL","56","1447141970","12","2020-04-14 00:00:00","2021-05-27 00:00:00","122","22"
"1059","Pickerel - Fillets","45.18","Suspendisse potenti. In eleifend quam a odio. In h","Pink","M","16","8027477999","35","2021-12-30 00:00:00","2020-07-15 00:00:00","26","40"
"1060","Eggplant Oriental","77.40","Duis bibendum, felis sed interdum venenatis, turpi","Maroon","S","50","5679283921","22","2021-04-14 00:00:00","2020-12-16 00:00:00","11","48"
"1061","Lid - 0090 Clear","66.58","Duis bibendum, felis sed interdum venenatis, turpi","Purple","L","91","8985408399","39","2020-12-28 00:00:00","2020-08-25 00:00:00","156","50"
"1062","Cup - 6oz, Foam","89.02","Proin leo odio, porttitor id, consequat in, conseq","Goldenrod","2XL","62","2926357702","9","2021-10-27 00:00:00","2020-05-28 00:00:00","115","95"
"1063","Sprouts - Onion","33.40","Nullam porttitor lacus at turpis. Donec posuere me","Turquoise","XL","90","2629747956","44","2020-12-04 00:00:00","2021-09-05 00:00:00","143","91"
"1064","Cactus Pads","67.64","Nulla ut erat id mauris vulputate elementum. Nulla","Turquoise","XL","23","5895904351","12","2022-01-15 00:00:00","2021-09-08 00:00:00","7","32"
"1065","Pate - Cognac","5.44","Duis bibendum, felis sed interdum venenatis, turpi","Violet","S","75","4962484214","50","2021-03-25 00:00:00","2021-03-18 00:00:00","119","14"
"1066","Wine - Manischewitz Concord","89.38","Vestibulum ac est lacinia nisi venenatis tristique","Khaki","XL","41","1910836834","48","2020-06-30 00:00:00","2021-04-08 00:00:00","61","10"
"1067","Turnip - White, Organic","98.30","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Yellow","3XL","84","6707196251","35","2021-12-30 00:00:00","2021-01-20 00:00:00","147","78"
"1068","Yeast Dry - Fleischman","88.06","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Blue","M","22","3095290640","28","2020-01-26 00:00:00","2020-11-22 00:00:00","115","25"
"1069","Ginger - Fresh","82.07","Praesent id massa id nisl venenatis lacinia. Aenea","Green","S","58","7072194630","20","2020-10-30 00:00:00","2021-01-10 00:00:00","14","61"
"1070","True - Vue Containers","83.99","Quisque porta volutpat erat. Quisque erat eros, vi","Purple","M","66","4392215210","8","2021-10-07 00:00:00","2021-10-09 00:00:00","46","76"
"1071","Chef Hat 20cm","70.04","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Orange","XL","72","0733405878","33","2021-01-05 00:00:00","2021-08-20 00:00:00","24","38"
"1072","Wine - Taylors Reserve","78.13","Morbi non lectus. Aliquam sit amet diam in magna b","Puce","XL","30","6952960228","19","2021-12-10 00:00:00","2020-10-16 00:00:00","136","18"
"1073","The Pop Shoppe - Cream Soda","3.11","Aenean lectus. Pellentesque eget nunc. Donec quis ","Mauv","2XL","100","2989586229","20","2021-07-19 00:00:00","2020-04-24 00:00:00","134","38"
"1074","Calvados - Boulard","19.06","Nulla ut erat id mauris vulputate elementum. Nulla","Crimson","3XL","34","8664186111","36","2021-04-27 00:00:00","2020-10-31 00:00:00","27","99"
"1075","Juice - Pineapple, 341 Ml","92.37","In hac habitasse platea dictumst. Etiam faucibus c","Yellow","3XL","33","1226628052","22","2020-09-09 00:00:00","2020-04-02 00:00:00","146","72"
"1076","Bread - Sour Batard","33.20","Nullam sit amet turpis elementum ligula vehicula c","Turquoise","3XL","22","4183207797","31","2020-08-19 00:00:00","2021-06-22 00:00:00","151","80"
"1077","Beer - Sleemans Cream Ale","102.74","Proin interdum mauris non ligula pellentesque ultr","Fuscia","3XL","81","9930426884","15","2021-08-07 00:00:00","2021-08-08 00:00:00","14","55"
"1078","Spinach - Baby","25.46","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Green","XS","31","2250470065","35","2021-08-18 00:00:00","2021-10-06 00:00:00","4","29"
"1079","Brownies - Two Bite, Chocolate","51.81","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Maroon","XL","12","8193828941","12","2021-02-13 00:00:00","2021-05-29 00:00:00","156","52"
"1080","Dried Cherries","89.32","Pellentesque at nulla. Suspendisse potenti. Cras i","Puce","M","98","6515671776","41","2020-06-08 00:00:00","2021-04-23 00:00:00","126","80"
"1081","Sprouts - Baby Pea Tendrils","17.86","Praesent id massa id nisl venenatis lacinia. Aenea","Teal","S","76","9386857987","30","2020-06-26 00:00:00","2020-07-04 00:00:00","10","53"
"1082","Salmon Steak - Cohoe 6 Oz","8.82","Pellentesque at nulla. Suspendisse potenti. Cras i","Purple","L","34","9917150250","12","2021-09-30 00:00:00","2021-10-26 00:00:00","127","57"
"1083","Cake Sheet Combo Party Pack","56.33","Maecenas leo odio, condimentum id, luctus nec, mol","Crimson","3XL","30","7494858334","27","2020-08-07 00:00:00","2021-05-11 00:00:00","154","52"
"1084","Beef - Tongue, Cooked","20.37","Nullam porttitor lacus at turpis. Donec posuere me","Orange","XL","38","2484712073","34","2020-09-12 00:00:00","2020-05-15 00:00:00","59","34"
"1085","Salt - Rock, Course","99.33","Quisque id justo sit amet sapien dignissim vestibu","Pink","M","56","0701392916","16","2021-12-10 00:00:00","2020-11-25 00:00:00","150","23"
"1086","Jerusalem Artichoke","65.01","Cras non velit nec nisi vulputate nonummy. Maecena","Aquamarine","XS","64","6068497615","20","2020-03-02 00:00:00","2021-04-07 00:00:00","45","59"
"1087","Chutney Sauce - Mango","56.31","Maecenas tristique, est et tempus semper, est quam","Yellow","2XL","20","3116205728","11","2020-02-13 00:00:00","2020-05-04 00:00:00","147","41"
"1088","Quail - Jumbo Boneless","15.62","Integer tincidunt ante vel ipsum. Praesent blandit","Indigo","XS","52","5293719475","42","2020-04-04 00:00:00","2021-11-04 00:00:00","21","6"
"1089","Oil - Shortening,liqud, Fry","52.24","Maecenas leo odio, condimentum id, luctus nec, mol","Red","M","49","3612678353","34","2020-05-11 00:00:00","2020-06-24 00:00:00","121","51"
"1090","Chicken - White Meat With Tender","11.59","Phasellus in felis. Donec semper sapien a libero. ","Aquamarine","3XL","55","9716605994","50","2020-03-03 00:00:00","2021-10-24 00:00:00","138","52"
"1091","Bread - Bistro Sour","35.81","Proin leo odio, porttitor id, consequat in, conseq","Puce","S","86","2687266752","24","2020-11-05 00:00:00","2021-08-23 00:00:00","9","79"
"1092","Broom - Angled","95.16","Duis bibendum. Morbi non quam nec dui luctus rutru","Purple","XL","50","5395753893","47","2020-09-04 00:00:00","2020-05-31 00:00:00","145","85"
"1093","Chocolate - Chips Compound","16.97","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Violet","XS","7","6091144057","11","2021-05-04 00:00:00","2021-10-09 00:00:00","14","68"
"1094","Canadian Emmenthal","15.27","Proin interdum mauris non ligula pellentesque ultr","Crimson","M","63","2814173359","43","2021-04-09 00:00:00","2021-10-08 00:00:00","128","32"
"1095","Tea - Darjeeling, Azzura","72.66","Pellentesque at nulla. Suspendisse potenti. Cras i","Teal","M","11","9615360481","6","2021-12-23 00:00:00","2020-11-11 00:00:00","147","39"
"1096","Quail Eggs - Canned","87.95","Lorem ipsum dolor sit amet, consectetuer adipiscin","Yellow","M","40","1964486408","27","2021-08-05 00:00:00","2021-06-03 00:00:00","15","74"
"1097","Cumin - Ground","5.42","Integer tincidunt ante vel ipsum. Praesent blandit","Teal","XL","97","5279085723","32","2022-01-11 00:00:00","2021-07-05 00:00:00","40","65"
"1098","Wine - Chianti Classico Riserva","17.69","Cras non velit nec nisi vulputate nonummy. Maecena","Violet","S","89","0557576873","37","2020-08-02 00:00:00","2021-12-11 00:00:00","14","16"
"1099","Pepper - Scotch Bonnet","8.76","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Purple","S","79","5626903976","41","2021-11-10 00:00:00","2020-10-23 00:00:00","16","52"
"1100","Muffin Mix - Lemon Cranberry","32.19","Praesent blandit. Nam nulla. Integer pede justo, l","Aquamarine","XS","13","3282231822","49","2020-02-17 00:00:00","2020-06-02 00:00:00","29","20"
"1101","Crush - Orange, 355ml","47.91","Cras non velit nec nisi vulputate nonummy. Maecena","Mauv","M","62","2745760734","47","2021-02-09 00:00:00","2020-12-15 00:00:00","128","82"
"1102","Nut - Almond, Blanched, Ground","71.58","Sed sagittis. Nam congue, risus semper porta volut","Violet","3XL","45","5565530881","7","2021-10-24 00:00:00","2020-10-05 00:00:00","133","19"
"1103","Lamb - Loin, Trimmed, Boneless","77.96","Proin leo odio, porttitor id, consequat in, conseq","Violet","2XL","85","1302320025","18","2021-12-03 00:00:00","2021-03-12 00:00:00","154","15"
"1104","Ice Cream - Chocolate","79.43","Vestibulum quam sapien, varius ut, blandit non, in","Yellow","S","71","6658370451","40","2021-06-04 00:00:00","2020-12-11 00:00:00","7","16"
"1105","Split Peas - Yellow, Dry","53.13","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Teal","L","57","2506290141","36","2020-02-08 00:00:00","2021-09-12 00:00:00","32","85"
"1106","Taro Leaves","58.79","Aenean lectus. Pellentesque eget nunc. Donec quis ","Yellow","XS","102","9383360518","47","2021-04-02 00:00:00","2021-06-12 00:00:00","21","39"
"1107","Wine - Saint - Bris 2002, Sauv","31.80","Vestibulum quam sapien, varius ut, blandit non, in","Red","XL","92","5766169876","19","2021-08-14 00:00:00","2020-08-02 00:00:00","11","27"
"1108","Bread - Hot Dog Buns","3.95","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Fuscia","2XL","84","5302110008","27","2021-06-15 00:00:00","2021-07-16 00:00:00","122","51"
"1109","Lotus Root","86.65","Lorem ipsum dolor sit amet, consectetuer adipiscin","Puce","M","90","3727386932","37","2020-03-30 00:00:00","2021-12-11 00:00:00","150","82"
"1110","Bread - Multigrain, Loaf","15.99","Aenean fermentum. Donec ut mauris eget massa tempo","Purple","S","61","2373454149","38","2021-01-02 00:00:00","2020-10-25 00:00:00","134","16"
"1111","Sping Loaded Cup Dispenser","49.72","Cras mi pede, malesuada in, imperdiet et, commodo ","Teal","XL","76","6095461553","43","2020-08-21 00:00:00","2021-09-08 00:00:00","115","94"
"1112","Pasta - Lasagne, Fresh","86.56","Praesent blandit. Nam nulla. Integer pede justo, l","Goldenrod","XL","96","4157886070","15","2021-12-01 00:00:00","2020-08-17 00:00:00","123","94"
"1113","Chervil - Fresh","70.72","Curabitur gravida nisi at nibh. In hac habitasse p","Pink","M","57","4496519844","8","2021-10-20 00:00:00","2021-03-28 00:00:00","51","33"
"1114","Wine - White, Mosel Gold","45.47","Proin leo odio, porttitor id, consequat in, conseq","Red","3XL","46","7500686854","6","2020-09-27 00:00:00","2021-03-25 00:00:00","151","4"
"1115","Wine - Spumante Bambino White","77.15","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Indigo","M","90","0240863305","29","2020-05-26 00:00:00","2021-04-05 00:00:00","18","43"
"1116","Beef - Top Butt","26.82","Cum sociis natoque penatibus et magnis dis parturi","Green","XL","75","6566749853","17","2021-05-11 00:00:00","2020-05-23 00:00:00","131","16"
"1117","Dried Cherries","70.38","Nulla ut erat id mauris vulputate elementum. Nulla","Goldenrod","3XL","48","8520373216","32","2020-05-03 00:00:00","2021-03-28 00:00:00","127","96"
"1118","Ice Cream - Chocolate","100.61","Duis bibendum, felis sed interdum venenatis, turpi","Fuscia","L","90","8936839306","22","2020-09-19 00:00:00","2020-09-13 00:00:00","5","46"
"1119","Soup - Campbells","43.45","Duis bibendum, felis sed interdum venenatis, turpi","Violet","3XL","16","0948161280","28","2021-06-29 00:00:00","2021-05-11 00:00:00","120","44"
"1120","Container Clear 8 Oz","9.54","Lorem ipsum dolor sit amet, consectetuer adipiscin","Purple","XL","14","2769474480","22","2020-04-12 00:00:00","2021-07-09 00:00:00","15","19"
"1121","Pepper - Black, Crushed","77.97","Fusce posuere felis sed lacus. Morbi sem mauris, l","Orange","M","75","6722174212","30","2021-10-11 00:00:00","2020-04-21 00:00:00","37","3"
"1122","Soup - Canadian Pea, Dry Mix","35.76","Aenean fermentum. Donec ut mauris eget massa tempo","Turquoise","L","76","0758394233","7","2021-04-03 00:00:00","2020-05-25 00:00:00","146","76"
"1123","Kiwi Gold Zespri","83.81","Cras non velit nec nisi vulputate nonummy. Maecena","Pink","XS","24","7988034405","49","2021-02-12 00:00:00","2021-10-05 00:00:00","39","72"
"1124","Doilies - 8, Paper","27.35","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Blue","XL","50","5690244554","26","2020-06-24 00:00:00","2020-05-21 00:00:00","46","58"
"1125","Sour Puss - Tangerine","35.61","Curabitur gravida nisi at nibh. In hac habitasse p","Maroon","XL","33","1685884881","15","2021-02-17 00:00:00","2020-11-04 00:00:00","56","73"
"1126","Onions - Cooking","102.83","Vestibulum ac est lacinia nisi venenatis tristique","Green","2XL","4","4137252866","49","2021-05-15 00:00:00","2021-06-18 00:00:00","36","7"
